Package_Title,Url,Price,Duration,Rating,Reviews,Group_size,Highlights,Itinerary
Jomsom Muktinath Trekking,https://www.tourradar.com/t/219312,"US,$,2,770",14 days,5.0,76,10,,"Day 1 : Arrival at Kathmandu,,Day 2: At Kathmandu,,Day 3: Kathmandu – Pokhara ( 210 Kms / 6 Hrs),,Day 4: Pokhara – Ulleri ( 40 Kms / – 2000 M),,Day 5: Ulleri – Ghorepani (29 Kms – 2775 M ),,Day 6: Ghorepani – Tatopani ( 13 Kms – 1190 M),,Day 7: Tatopani – Ghasa ( 21 Kms – 2000 M),,Day 8: Ghasa – Larjung (16 Kms – 2560 M),,Day 9: Larjung – Jomsom ( 25 Kms – 2713 M),,Day 10: Jomsom – Muktinath ( 20 Kms – 3710 M),,Day 11: Muktinath – Jomsom (23 Kms – 2731 M),,Day 12: Jomsom – Pokhara ( By Flight),,Day 13: Pokhara – Kathmandu (204 Kms / 6 Hrs),,Day 14: Departure from Kathmandu,"
Biking Annapurna Circuit - 14 Days,https://www.tourradar.com/t/202265,"US,$,1,675",14 days,4.7,87,14,,"Day 1: Arrive at Tribhuvan International Airport, Kathmandu ,,Day 2: Test drive in Kathmandu,,Day 3: Kathmandu to Besisahar by vehicle (817m.),,Day 4: Besisahar to tal (1700 m) ride (38km),,Day 5: Tal to Chame (2670m) rade (23km) ,,Day 6: Chame to Manang(3351) ride (30km),,Day 7: acclimatization &amp; Exploration in Manang ,,Day 8: Manang to Thorong Phedi (4450m) ride ( 19km),,Day 9: Thorong Phedi to Muktinath (3802m) ride ( 22km),,Day 10: Muktunath to Tukuche(2590) ride (35 km),,Day 11: Tukuche to tatopani(1190) ride ( 37km),,Day 12: Tatopani to Pokhara ride ( 24 km),,Day 13: Pokhara to Kathmandu,,Day 14: Departure ,"
THE BEAUTY OF GOKYO VALLEY – 15 DAYS,https://www.tourradar.com/t/198266,"US,$,1,599",15 days,4.9,69,40,,"Day 1 Arrival KATHMANDU (1300m/4265ft),,Day 2 Acclimatize KATHMANDU and City Tour,,Day 3 Fly to LUKLA (2800m/9187ft); trek to PHAKDING (2610m/8563 ft)- 4 Hrs trek; 200m descent, 50m ascent,,Day 4 Trek to NAMCHE (3420m/11221ft) 5-6 hours/1000m ascent, 100m descent-7 Hrs,,Day 5 Acclimatize at NAMCHE,,Day 6 Trek to PHORTSE THENGA (3680m/12074ft ) -6 hours,,Day 7 Trek to MACHHERMO (4410m/14469ft)- 6 hours,,Day 8 Trek to GOKYO (4750m/15585ft)- 7 hours,,Day 9 Explore Around GOKYO,,Day 10 Trek to GOKYO RI (5360m/17586ft) &amp; Back to GOKYO -6 hours,,Day 11 Trek to DOLE (4090m/13419ft)- 6 hours,,Day 12 Trek to NAMCHE via KHUMJUNG- 5 hours,,Day 13 Trek to LUKLA – 6 hours,,Day 14 Fly back KATHMANDU,,Day 15 Fly back HOME or extend your HOLIDAYS,"
Everest Base Camp Trekking 15 Days,https://www.tourradar.com/t/192256,"US,$,1,490",15 days,5.0,451,10,,"Day 01: Arrival in Kathmandu (1,350m) &amp; transfer to hotel.,,Day 02: Guided Sightseeing of the Kathmandu Valley.,,Day 03: Fly to Lukla and trek to Phakding (2,640m) Duration: 5-6 hours.,,Day 04: Trek from Phakding to Namche Bazar (3,440m) Duration: 5-6 hours.,,Day 05: Exploration &amp; Acclimatization day at Namche Bazaar.,,Day 06: Trek from Namche to Tengboche 3,800m Duration: 6-7 hours.,,Day 07: Trek from Tengboche to Dingboche (4,410m) Duration: 4-5 hours.,,Day 08: Acclimatization day at Dingboche.,,Day 09: Trek from Dingboche to Lobuche (4,900m) Duration: 5-6 hours.,,Day 10: Trek to Gorak Shep (5,180m) &amp; Visit Everest Base Camp ( 5,364m) Duration: 8-9 hours.,,Day 11: Hike up to Kalapatthar (5,550 m) &amp; trek to Pheriche (4,371m) Duration: 7-9 hours.,,Day 12: Trek from Pheriche to Namche Bazar (3,440m) Duration: 6-7 hours.,,Day 13: Trek from Namche to Lukla (2,860m) Duration: 7-8 hours.,,Day 14: Fly back to Kathmandu Duration: 35 minutes.,,Day 15: Final Departure from Kathmandu.,"
Everest Base Camp with Gokyo Lake Trek,https://www.tourradar.com/t/192228,"US,$,1,610",15 days,5.0,451,10,,"Day 01: Fly Kathmandu to Lukla and trek to Phakding.,,Day 02: Trek to Namche Bazaar (3440m).,,Day 03: Acclimatization day at Namche.,,Day 04: Trek to Tengboche (3790m). ,,Day 05: Trek to Dingboche (4350m). ,,Day 06: Acclimatization day at Dingboche.,,Day 07: Trek to Lobuche (4950m). ,,Day 08: Trek to Everest Base camp (5360m.), back to Gorakshep. ,,Day 09:  Early morning to Kalapather then trek to Dzonglha(4830m). ,,Day 10: Cross the Chola pass (5420m) at that point trek down to Tagnag(4695m). ,,Day 11: Trek to Gokyo (4800m) at that point visit fifth lake back to Gokyo. ,,Day 12: Early morning move up Gokyo Ri at that point trek down to Dole(4200m) ,,Day 13: Trek to Namche bazaar. ,,Day 14: Trek down to Lukla. ,,Day 15:  Fly back to Kathmandu and move to Hotel. ,"
12 days Everest Mountain Flight &amp; Kathmandu Pokhara Sightseeing Tour,https://www.tourradar.com/t/174826,"US,$,1,670",12 days,4.7,34,12,,"Arrived in Kathmandu,,Sightseeing around Kathmandu Valley,, Sightseeing in Patan &amp; Nagarkot,,Drive Kathmandu to Pokhara - approx 7 hours,,Natural Exploration in Pokhara,,History &amp; City Sightseeing in Pokhara,,Sarangkot for Sunrise, then Drive to Chitwan National Park,,Cultural Village Tour at Chitwan,,Elephant Ride and Jungle Safari at Chitwan National Park,,Drive Back from Chitwan National Park to Kathmandu,,Explore Heritage Sites in Kathmandu Valley,,Everest Mountain Flight,,Final Departure,"
Everest View Comfort Trek,https://www.tourradar.com/t/165218,"US,$,1,898",12 days,4.9,14,8,,"Day 1: Arrive Kathmandu (1300 meters),,Day 2: Kathmandu Sightseeing with trek preparation,,Day 3: Fly to Lukla (2,800m); Trek to Phakding (2,652m/8,700ft ~3-4hrs);40minutes flight; 8km,3-4 hours trek,,Day 4: Trek from Phakding to Namche (3,438m/11,280ft) 11km, 5-6 hrs,,Day 5: Rest day in Namche (3,440m/11,284ft),,Day 6: Namche Bazaar to Khumjung (3,810 m/12500 ft): 4 hours,,Day 7: Khumjung to Tengboche (3,870m/12694ft): 4 - 5 hours,,Day 8: Tengboche to Kyangjuma (3,570m/11,710ft): 4 - 5 hours,,Day 9: Kyangjuma to Monjo (2,840m/9,315ft): 4 - 5 hours,,Day 10: Monjo to Lukla: 5- 6 hours,,Day 11: Fly from Lukla to Kathmandu,,Day 12: Airport Transfer,"
Nar Phu Valley Trek - 12 Days,https://www.tourradar.com/t/146545,"US,$,1,299",12 days,4.6,5,10,,"Day 01: Arrival in Kathmandu (1,300m/4,428ft),,Day 02: Trek Preparation,,Day 03: Kathmandu to Dharapani Drive (1100m/3608ft): 8-9 hours,,Day 04: Dharapani to Koto (2,610m/8,563ft): 5-6 hours,,Day 05: Koto to Meta (3,560m/11,680ft): 7-8 hours,,Day 06: Meta to Phu Gaon (4,250m/13,944ft): 7-8 hours,,Day 07: Phu Gaon to Nar (4,110m/13,484ft): 6-7 hours,,Day 08: Nar to Kang La Pass (5,322m/17,460ft) to Ngwal (3,660m/12,008ft): 7-8 hours,,Day 09: Ngwal to Dhukur Pokhari (3240m/10,614ft): 5-6 hours,,Day 10: Dhukhur Pokhari to Dharapani,,Day 11: Dharapani to Kathmandu drive ,,Day 12: Final departure from Nepal,"
Arun Valley Trekking 15 Days,https://www.tourradar.com/t/144353,"US,$,2,899",15 days,,,20,,"Day 1: Arrive Kathmandu,,Day 2: Sightseeing in Kathmandu,,Day 03: Fly to Tumlingtar and trek to Kartikighat,,Day 04: Trek to Gothe Bazaar,,Day 05: Trek to Salpa Phedi,,Day 06: Trek to Guranse,,Day 07: Trek to Sanam through Guranse,,Day 08: Trek to Gudel,,Day 09: Trek to Kiraunle Gompa,,Day 10: Trek to Sibuje,,Day 11: Trek to Pangum,,Day 12: Trek to Painya,,Day 13: Trek Lukla,,Day 14: Flight to Kathmandu,,Day 15: Depart Kathmandu,"
Yala Peak Climbing,https://www.tourradar.com/t/115736,"US,$,3,500",14 days,4.8,70,16,,"Day 1: Arrival at Kathmandu Airport. (1300m),,Day 2: Full day Kathmandu Valley Sightseeing and Trip Preparation Day. (B),,Day 3: Drive from Kathmandu to Shybru Besi (1503m) 6-7 Hours. (B/L/D),,Day 4: Trek from Shybru Besi to Lama Hotel (2500m) 6-7 Hours. (B/L/D),,Day 5: Trek from Lama Hotel to Langtang Valley (3430m) 5-6 Hours. (B/L/D),,Day 6: Trek from Langtang Valley to Kyanjin Gumba ( 3835 M) 3-4 Hours. (B/L/D),,Day 7: Acclimatization day Kyanjin Gumba &amp; Hike to Kyanjin Ri ( 4773m). (B/L/D),,Day 8: Trek from Kyanjin Gumba to Yala Peak Base Camp (4800m) 6-7 Hours. (B/L/D),,Day 9: Summit Yala Peak and back to Yala Peak Base Camp (4800m) 7-8 Hours. (B/L/D),,Day 10: Trek from Yala Peak Base Camp to Kyanjin Gumba (3838m) 5-6 Hours. (B/L/D),,Day 11: Trek from Kyanjin Gumba to Lama Hotel (2500m) 4-5 Hours. (B/L/D),,Day 12: Trek from Lama Hotel to Shybru Besi (1503m) 5-6 Hours. (B/L/D),,Day 13: Drive from Shybru Besi to Kathmandu by Bus 6-7 Hours. (B/L/D),,Day 14: Departure to Airport. (B),"
Mardi Himal Trek,https://www.tourradar.com/t/112859,"US,$,775",12 days,4.5,87,14,,"Day 1: Arrive at Kathmandu airport (1345meters) and transfer to hotel ( No meals):,,Day 2: Full day sightseeing of Kathmandu valley &amp; an orientation (B):,,Day 3: Drive from Kathmandu to Pokhara (200 Kilometers west of Kathmandu) - 6 Hours ( B):,,Day 4: Drive to Phedi and trek to Deurali (B, L, D):,,Day 5: Deurali to forest camp (B, L, D):,,Day 6: Trek from Forest Camp to low camp (B, L, D):,,Day 7: Trek from Low camp to high camp (B, L, D):,,Day 8: High camp to upper viewpoint then returns to high camp (B, L, D):,,Day 9: High camp to Sidhing Village (B, L, D):,,Day 10: Trek to Lumre and drive to Pokhara (B, L):,,Day 11: Drive from Pokhara to Kathmandu (6 Hours) (B):,,Day 12: Transfer to the airport for your departure (B):,"
Annapurna Sanctuary Trek,https://www.tourradar.com/t/33553,"US,$,2,749",15 days,4.5,95,16,,"Day 1: Start Kathmandu.,,Day 2: Drive to Pokhara and on to Naya Pul; short walk to Birethanthi.,,Day 3: Climb to lower Banthanti.,,Day 4: Ascend through rhododendron forests to Upper Ghorepani.,,Day 5: Optional early morning ascent of Poon Hill for incredible views of the 
Annapurnas, Machhapuchhare and Dhaulagiri at sunrise. After breakfast head 
through rhododendron forests to Chuili.,,Day 6: Descend to the Kyumnu Khola and climb up into the Modi Khola valley to 
Chhomrong.,,Day 7: Trek up the Modi Khola valley towards the Annapurna Sanctuary; overnight in 
Dobhan.,,Day 8: Continue up the valley to Machhapuchhare Base Camp (3700m).,,Day 9: Explore the high alpine wilderness of the Annapurna Sanctuary. Stay at 
Annapurna Base Camp.,,Day 10: Descend back down the valley to Bamboo.,,Day 11: Ascend and descend stone steps to Chhomrong. Descend steeply through terraces 
to Jhinnudanda.,,Day 12: Trek to Sinwai; transfer from Naya Pul to Pokhara.,,Day 13: Free day in Pokhara.,,Day 14: Fly to Kathmandu.,,Day 15: End Kathmandu.,"
Everest Base Camp Luxury Lodge - 15 Days,https://www.tourradar.com/t/201876,"US,$,2,499",15 days,4.9,69,50,,"Day 1: Arrival KATHMANDU (1300m/4265ft),,Day 2: Fly to LUKLA (2800m/9187ft); trek to PHAKDING (2610m/8563ft) 2-3 hours trek; 200m descent, 50m ascent,,Day 3: Trek to NAMCHE (3420m/11221ft) 5-6 hours/1000m ascent, 100m descent,,Day 4: Acclimatize at NAMCHE; Trek KHUMJUNG (3780m/12402ft); back to NAMCHE,,Day 5: Trek TENGBOCHE (3870m/12697ft) 4 hours; 350m descent, 750m ascent,,Day 6: Trek DINGBOCHE (4360m/14305ft) 3-5 hours; 70m descent, 580m ascent,,Day 7: Trek NANGKARTSANG SUMMIT (5090m/16700ft); back to DINGBOCHE,,Day 8: Trek DUGHLA (4620m/15158ft) 2 hours; 400m ascent,,Day 9: Trek LOBUCHE (4930m/16175ft) 2 hours; 300m ascent,,Day 10: Trek GORAK SHEP (5160m/16930ft) and EBC (5340m/17521ft) and back to GORAK SHEP,,Day 11: Trek KALA PATTHAR (5545m/18193ft); return trek PHERICHE (4240m/13911ft),,Day 12: Trek back NAMCHE BAZAR,,Day 13: Trek back LUKLA,,Day 14: Fly back KATHMANDU,,Day 15: Fly back HOME or extend your HOLIDAYS,"
Everest Yoga Trek14 Days 13 Night,https://www.tourradar.com/t/199291,"US,$,1,299",14 days,4.6,5,25,,"Day 1:  Arrival in Kathmandu Altitude: 1345m.,,Day 2: Short flight to Lukla–Trek to Phakding.,,Day 3: Trek to Namche Bazaar.,,Day 4: Acclimatization day trip to Namche Bazaar.,,Day 5:  Trek to Namche to Tengboche.,,Day 6: Trek toTengboche to Dingboche.,,Day 7: Acclimatization.,,Day 8: Trek to Dinboche to Lobuche.,,Day 9:  From Lobuche trek to Gorak Shep and trek to Everest Base Camp (EBC).,,Day 10: Hike up to Kala Pattar and then trek to Periche.,,Day 11: Trek to Namche Bazaar.,,Day 12: Trek to Namche to Lukla.,,Day 13: Fly back to Kathmandu.,,Day 14: Departure, or extend your tour for other activities in Nepal.,"
TREK TO AMA DABLAM BASE CAMP – 12 DAYS,https://www.tourradar.com/t/198269,"US,$,1,499",12 days,4.9,69,40,,"Day 1 Arrival KATHMANDU (1300m/4265ft),,Day 2 KATHMANDU Valley City Tour,,Day 3 Fly to LUKLA (2800m/9187ft); trek to PHAKDING (2610m/8563ft) 2-3 hours trek; 200m descent, 50m ascent,,Day 4 Trek to NAMCHE (3420m/11221ft) 5-6 hours/1000m ascent, 100m descent,,Day 5 Acclimatize at NAMCHE,,Day 6 Trek to KHUMJUNG (3780m/12402ft),,Day 7 Trek to PANGBOCHE (3860m/12665ft),,Day 8 Trek to AMA DABLAM BASE CAMP  (4,576m/15,013ft),,Day 9 Trek to MONJO Trek back through Kyanjuma to Mon,,Day 10 Trek back LUKLA,,Day 11 Fly back KATHMANDU,,Day 12 Fly back HOME or extend your HOLIDAYS,"
Tamang Heritage and Lantang Trekking 13 days,https://www.tourradar.com/t/167099,"US,$,999",13 days,4.6,5,10,,"Tamang Heritage and Lantang Trekking 13 days,,Day 02: Kathmandu to Syabrubeshi(1500m),,Day 03: Syabrubesi  to Gatlang (2339m),,Day 04: Gatlang to Gonggang.(2420m) ,,Day 05: Gonggang  to Nagthali.(3165m),,Day 06: Nagthali to Briddhim.(2220m),,Day 07: Briddhim to Rimche.(2399m),,Day 08: Rimche to Langtang.(3430m),,Day 09: Langtang to Kyanjin.(3830),,Day1 0: Kyanjin to Kyanjin RI and back hotel.(4300),,Day 11: Kyanjin to Lama Hotel.(2199m),,Day 12: Lama Hotel to Syabrubesi.(1500m),,Day 13: Syabrubesi to Kathmandu.,"
Poon Hill Trek,https://www.tourradar.com/t/148734,"US,$,680",7 days,1.0,1,20,,"Day 1: Kathmandu,,Day 2: Pokhara,,Day 3: Tikhedhungga,,Day 4: Ghorepani,,Day 5: Tadapani,,Day 6: Pokhara,,Day 7: Kathmandu,"
Upper Mustang Trek 12 destinations,https://www.tourradar.com/t/142199,"US,$,2,389",15 days,4.9,18,15,,"Day 1: Your arrival to Tribhuwan International Airport Kathmandu,,Day 2: Day tour of Kathmandu Heritage sites,,Day 3: Drive to Pokhara (910m); Duration: 6-7 hours ,,Day 4:  Flight Pokhara - Jomsom (2720m), and trek to Kagbeni (2810m, 20 minutes flight, 2 - 3 hours walking).,,Day 5: Trek to Samar (3660m, 6-7 hours walking),,Day 6: Trek to Geling (3570m, 5 - 6 hours walking),,Day 7: Trek to Tsarang (3560m, 6-7 hours walking),,Day 8:  Trek to Lo - Manthang (3809m, 4 hours walking).,,Day 9:  Exploration day in Lo - Manthang and visit to Chosar Cave,,Day 10:  Trek to Ghemi 3520m, 5 - 6 hours walking.,,Day 11:  Trek to Chhusang (2980m/9775ft) 6 hrs ,,Day 12:  Trek to Jomsom (6 - 7 hours walking).,,Day 13: Flight Jomsom - Pokhara .,,Day 14: Drive back to Kathmandu,,Day 15 Transfer to Airport for your onward journey.,"
Nepal 12 Days Tour,https://www.tourradar.com/t/141444,"US,$,1,385",12 days,5.0,76,10,,
Manaslu Circuit Trek,https://www.tourradar.com/t/103159,"US,$,1,150",18 days,5.0,1,12,"Explore Pashupatinath Temple,Visit the tiny village of Khorla Bensi,Shop in Larkya Bazaar,Enjoy breathtaking views over Nepal","Day 1:  Arrive at Kathmandu airport (1345meters) and transfer to hotel ( No meals) :,,Day 2: Full day sightseeing of Kathmandu valley (B):,,Day 3: Drive from Kathmandu to Arughat Bazaar (570m) - 7 Hours (B, L, D):,,Day 4: Trek from Arughat Bazaar to Soti Khola (530m) - 6 Hours (B, L, D):,,Day 5: Trek from Soti Khola to Machha Khola (890m) - 7 Hours (B, L, D):,,Day 6: Trek from Machha Khola to Jagat (1350m) - 7 Hours (B, L, D):,,Day 7: Trek from Jagat to Deng (2095m) - 7 Hours (B, L, D):,,Day 8: Trek Deng to Namrung (2900m) - 5 Hours (B, L, D):,,Day 9: Trek Namrung to Sama gaon (3390m) -7 Hours (B, L, D):,,Day 10: Rest at Sama Gaon for Acclimatization (B, L, D):,,Day 11: Trek from Samagaon to Samdo (3690m) - 4 Hours (B, L, D):,,Day 12: Trek from Samdo to Larkya La Phedi (4460m) – 4 Hours (B, L, D):,,Day 13: Trek from Larkya La Phedi to Larkya La (Pass) (5135m.) to Bimthang (3590 m) - 8 Hours (B, L, D):,,Day 14: Trek from Bimthang to Dharapani (1860m) - 7 Hours (B, L, D):,,Day 15: Trek from Dharapani to Jagat (1800m)-6 Hours (B, L, D):,,Day 16: Trek from Jagat to Bhulbhule- 6 Hours (B, L, D):,,Day 17: Drive from Bhulbhule to Kathmandu- 7 Hours (B, L):,,Day 18: Transfer to international airport for your final flight departure home (B):,"
Gokyo Valley Trek,https://www.tourradar.com/t/67055,"US,$,1,900",15 days,4.6,158,15,,"Day 01- Arrival in Kathmandu airport (1345meters).,,Day 02- Pre-trip Meeting and Sightseeing around Kathmandu valley.,,Day 03 - Fly to Lukla (2,804m) - 35 mins. Trek to Phakding (2,610m) - 3 hrs,,Day 04 - Trek to Namche Bazaar (3,441m) - 5.5 hrs,,Day 05 - Namche Bazaar acclimatization day,,Day 06 - Trek to Phorste Thanga (3,680m) - 5 hrs,,Day 07 - Trek to Machherma (4,470m) - 5 hrs,,Day 08 - Trek to Gokyo (4,790m) - 5.5 hrs,,Day 09 - Trek to Gokyo Ri (5,483m) and back to Gokyo - 5 hrs,,Day 10 - Trek to Dole (4,200m ) - 6 hrs,,Day 11- Trek to Namche Bazaar via Khumjung village (3,780m) - 5 hrs,,Day 12 - Trek to Lukla (2,804m) - 6 hrs,,Day 13 - Morning flight back to Kathmandu,,Day 14 - Leisure day and farewell dinner in Kathmandu,,Day 15 - Transfer for your final flight departure,"
Gokyo Valley Trek,https://www.tourradar.com/t/141649,"US,$,1,340",13 days,4.9,15,15,,"Day 01 : Kathmandu  Arrival (1,350m/4,428ft),,Day 02 : Kathmandu  Vally Sightseeing (4-6hr),,Day 03 : Kathmandu – Lukla – Phakding(2,651m/8,700ft): 40 minutes flight, 3 – 4 hours trek,,Day 04 : Phakding – Namche  (3,438m/11,280 ft): 5  hours,,Day 05 : Namche Bazaar to Thame Village 3825m ,,Day 06 : Trek from Thame to Lung den (4500m),,Day 07 : Trek from Lung den to Gokyo (4500m),,Day 08 : Explore the Gokyo Lake.,,Day 09 : Trek from Gokyo valley to Dole (4200m),,Day 10 : Trek from Dole to Khumjung (3790 m),,Day 11 : Trek from Khumjung to Lukla (2850m),,Day 12 : Flight from Lukla to Kathmandu,,Day 13 : Departure,"
Nepal Highlights - 12 Days,https://www.tourradar.com/t/103226,"US,$,1,750",12 days,4.5,87,30,"Dig into the incredible history of Kathmandu,Watch elephants bathing,Visit the landmarks of Lumbini,Watch the sunset from the Nagarkot hill top","Day 1: Arrive Kathmandu and Transfer to Hotel  (No meals),,Day 2: Visit Kathmandu (B):,,Day 3: Kathmandu - Chitwan (B, L, D),,Day 4: Chitwan and Jungle Activities (B,L, D):,,Day 5: Chitwan - Lumbini (B):,,Day 6: Lumbini - Tansen - Pokhara (B):,,Day 7: Visit Pokhara (B):,,Day 8: Pokhara - Bandipur (B):,,Day 9: Bandipur - Nagarkot (B):,,Day 10: Nagarkot - Bhaktapur - Dhulikhel (B):,,Day 11: Dhulikhel - Patan - Kathmandu (B):,,Day 12: Departure from Nepal (B):,"
Annapurna Base Camp Trek - 13 Days,https://www.tourradar.com/t/138922,"US,$,800",13 days,4.8,8,12,," Day 01: Arrival Kathmandu airport &amp; pick up to hotel overnight at Kathmandu,,Day 02: Early in the morning drive by bus from Kathmandu to Pokhara. Over night at Pokhara hotel. (B),,Day 03: After breakfast drive to Nayapul through to the Birethanti village trek to Ulleri village 5hr (1960m). Overnight at tea house. (B/L/D),,Day 04: Hiking up to Ghorepani though by Rhododendron Forest 5 hr (2860m). Over Night at Tea house (B/L/D),,Day 05: Early in the morning Hiking up to Poonhill (3210m)to see sunrise view of the Annapurna &amp; Dhaulagiri , Machhapuchhre. Back to hotel and trek to Chuile 6hr (2100m). Over Night at tea house. (B/L/D),,Day 06: Trek to Sinuwa 5hr (2360m). Over Night at tea house. (B/L/D),,Day 07: Hiking up to Deurali 5hr (3200m). Over Night at tea house. (B/L/D),,Day 08: Hiking up to Annapurna base camp 4hr (4120m.) over Night at tea house. (B/L/D),,Day 09: Early in the morning to see sunrise of view of the Annapurna one &amp; Annapurna south, Machhapuchhre, trek down to bamboo, 6hr (2310m). Overnight at tea house. (B/L/D),,Day 10: Trek to Jhinu danda (Natural hot spring )5 hr (1780m). Overnight at tea house (B/L/D),,Day 11: Trek to Nayapul, 5hr drive back to Pokhara over Night at hotel. (B/L),,Day 12: Drive to Kathmandu by tourist bus over night at Kathmandu. (B),,Day 13: Departure to your country. (B),"
Everest Base Camp Heli Trek,https://www.tourradar.com/t/135283,"US,$,3,590",11 days,5.0,33,10,,"Day 1: Arrival in Kathmandu, airport pick up and transfer to hotel,,Day 2: Fly To Lukla and Trek to Phakding (2,652 m/8,700 ft),,Day 3: Trek from Phakding to Namche Bazaar (3,440 m/11,283 ft) ,,Day 4: Acclimatization Day at Namche Bazaar - Hike to Everest view hotel ,,Day 5: Namche Bazaar to Tengboche (3860m/12660ft) ,,Day 6: Tengboche to Dingboche  (4410m/14464ft) ,,Day 7: Dingboche -Acclimatization Day- Side trip to Nagerjun Hill (5100m/16728ft) ,,Day 8: Dingboche - Lobuche (4910m/16105ft),,Day 9: Lobuche - Gorekshep-Everest Base Camp (5364m/17594ft) and back to Gorekshep (5181m/16994ft) ,,Day 10: Hike to Kalapatthar  (5545m/18188ft) and trek down to Gorekshep and fly back to Kathmandu in helicopter,,Day 11: Departure from Kathamndu ,"
